Movie Title;IMdb Code;Soundtrack(Song Name$Artists%)
Forrest Gump;/title/tt0109830/;Lovesick Blues $by Cliff Friend & Irving Mills Performed by Hank Williams Courtesy of PolyGram Special Markets %Hound Dog $by Jerry Leiber & Mike Stoller Performed by Elvis Presley (uncredited) %Rebel Rouser $by Duane Eddy & Lee Hazlewood Performed by Duane Eddy Courtesy of Jamie Records %(I Don't Know Why) But I Do $by Paul Gayten & Bobby Charles (as Robert Guidry) Performed by Clarence 'Frogman' Henry Courtesy of MCA Records %Walk Right In $by Hosea Woods (as H. Woods), Gus Cannon, Bill Svanoe & Erik Darling (as Eric Darling) Performed by The Rooftop Singers Courtesy of Vanguard Records/A Welk Music Group Co. by arrangement with Warner Special Products %Sugar Shack $by Keith McCormack & Fay Voss Performed by Jimmy Gilmer and The Fireballs Courtesy of Dundee Music %Paramount Newsreel Music $by Alessandro Cicognini, Sammy Fain, Jay Gorney, E.Y. Harburg, Elsie Janis, Irving Kahal & Jack King %Camelot $by Alan Jay Lerner & Frederick Loewe %Pomp and Circumstance $by Edward Elgar (as Sir Edward Elgar) Performed by Dresdner Philharmonie Conducted by Herbert Kegel Courtesy of Laserlight %Hanky Panky $by Jeff Barry & Ellie Greenwich Performed by Tommy James & The Shondells Courtesy of Rhino Records by arrangement with Warner Special Products %Blowin' in the Wind $by Bob Dylan %Land of 1000 Dances $by Chris Kenner Performed by Wilson Pickett Courtesy of Atlantic Recording Corp. by arrangement with Warner Special Products %Fortunate Son $by John Fogerty Performed by Creedence Clearwater Revival Courtesy of Fantasy Records %I Can't Help Myself (Sugar Pie Honey Bunch) $by Eddie Holland (as Edward Holland), Lamont Dozier & Brian Holland Performed by The Four Tops Courtesy of Motown Record Company L.P. by arrangement with PolyGram Special Markets %Respect $by Otis Redding Performed by Aretha Franklin Courtesy of Atlantic Recording Corp. by arrangement with Warner Special Products %Rainy Day Women #12 & 35 $Written and Performed by Bob Dylan Courtesy of Columbia Records by arrangement with Sony Music Licensing %Sloop John B $by Brian Wilson Performed by The Beach Boys Courtesy of Capitol Records under license from CEMA Special Markets %All Along The Watchtower $by Bob Dylan Performed by The Jimi Hendrix Experience Courtesy of Elber B.V. %Soul Kitchen $Written by Jim Morrison (as The Doors), Ray Manzarek (as The Doors), Robby Krieger (as The Doors) and John Densmore (as The Doors) Performed by The Doors Courtesy of Elektra Entertainment by arrangement with Warner Special Products %California Dreamin' $by John Phillips & Michelle Phillips Performed by The Mamas and the Papas Courtesy of MCA Records %For What It's Worth $by Stephen Stills Performed by Buffalo Springfield Courtesy of ATCO Records by arrangement with Warner Special Products %What the World Needs Now is Love $Music by Burt Bacharach Lyrics by Hal David Performed by Jackie DeShannon (as Jackie De Shannon) Courtesy of EMI Records USA, a division of ERG under license from CEMA Special Markets %Webster's Boomer $by David Michael Frank (as David Frank) %Hello, I Love You $Written by Jim Morrison (as The Doors), Ray Manzarek (as The Doors), Robby Krieger (as The Doors) and John Densmore (as The Doors) Performed by The Doors Courtesy of Elektra Entertainment by arrangement with Warner Special Products %People Are Strange $Written by Jim Morrison (as The Doors), Ray Manzarek (as The Doors), Robby Krieger (as The Doors) and John Densmore (as The Doors) Performed by The Doors Courtesy of Elektra Entertainment by arrangement with Warner Special Products %Break On Through (To the Other Side) $Written by Jim Morrison (as The Doors), Ray Manzarek (as The Doors), Robby Krieger (as The Doors) and John Densmore (as The Doors) Performed by The Doors Courtesy of Elektra Entertainment by arrangement with Warner Special Products %Mrs. Robinson $by Paul Simon Performed by Simon & Garfunkel Courtesy of Columbia Records by arrangement with Sony Music Licensing %Volunteers $by Marty Balin & Paul Kantner Performed by Jefferson Airplane Courtesy of The RCA Records Label of BMG Music %Hey, Joe $by Billy Roberts Performed by The Jimi Hendrix Experience Courtesy of Elber B.V. %Where Have All the Flowers Gone? $by Pete Seeger %Let's Get Together $by Chet Powers Performed by The Youngbloods Courtesy of The RCA Records Label of BMG Music %San Francisco (Be Sure to Wear Flowers in Your Hair) $by John Phillips Performed by Scott McKenzie Courtesy of Epic Records by arrangement with Sony Music Licensing %Turn, Turn, Turn! (To Everything There is a Season) $Adaption and Music by Pete Seeger Performed by The Byrds Courtesy of Columbia Records by arrangement with Sony Music Licensing %Aquarius $Lyrics by James Rado and Gerome Ragni Music by Galt MacDermot (as Gault McDermott) Performed by The 5th Dimension (as The Fifth Dimension) Courtesy of Arista Records, Inc. %Joy to the World $by Hoyt Axton Performed by Three Dog Night Courtesy of MCA Records %Everybody's Talkin' $by Fred Neil Performed by Harry Nilsson Courtesy of The RCA Records Label of BMG Music %Silent Night $Music by Franz Xaver Gruber (uncredited) Arranged by Les Brown %Stoned Love $by Frank E. Wilson & Kenny Thomas (as Yennik Samoht) Performed by The Supremes Courtesy of Motown Record Company L.P. by arrangement with PolyGram Special Markets %Thanks for the Memory $Music by Ralph Rainger Lyrics by Leo Robin %Love Her Madly $Written by Robby Krieger (as The Doors) Performed by The Doors Courtesy of Elektra Entertainment by arrangement with Warner Special Products %Let's Work Together $by Wilbert Harrison Performed by Canned Heat Courtesy of EMI Records USA, a division of ERG under license from CEMA Special Markets %Raindrops Keep Fallin' on My Head $Music by Burt Bacharach Lyrics by Hal David Performed by B.J. Thomas Courtesy of Highland Music, Inc. by arrangement with Celebrity Licensing Inc. %Tie a Yellow Ribbon 'Round the Ole Oak Tree $by L. Russell Brown & Irwin Levine Performed by Tony Orlando & Dawn (as Tony Orlando and Dawn) Courtesy of Arista Records, Inc. %Jesus on the Mainline $Arranged by Alan Silvestri Soloist: Donny Gerrard %Get Down Tonight $by Harry Wayne Casey & Richard Finch Performed by KC & The Sunshine Band Courtesy of Rhino Records by arrangement with Warner Special Products %Free Bird $by Allen Collins & Ronnie Van Zant Performed by Lynyrd Skynyrd Courtesy of MCA Records %Mr. President (Have Pity on the Working Man) $Written & Performed by Randy Newman Courtesy of Warner Bros. Records Inc. by arrangement with Warner Special Products %My Rock $Arranged by Paul Owens Soloist: Oren Waters %Sweet Home Alabama $by Ronnie Van Zant, Edward King (as Ed King) & Gary Rossington Performed by Lynyrd Skynyrd Courtesy of MCA Records %Plant My Feet on Higher Ground $by Ruth E. David %I've Got a New Home $Arranged by Marlena Smalls %It Keeps You Runnin' $by Michael McDonald Performed by The Doobie Brothers Courtesy of Warner Bros. Records Inc. by arrangement with Warner Special Products %Running On Empty $Written & Performed by Jackson Browne Courtesy of Elektra Entertainment by arrangement with Warner Special Products %I've Got to Use My Imagination $by Gerry Goffin and Barry Goldberg Performed by Gladys Knight & The Pips Courtesy of Essex Entertainment, Inc. by arrangement with Celebrity Licensing Inc. %Go Your Own Way $by Lindsey Buckingham Performed by Fleetwood Mac Courtesy of Warner Bros. Records Inc. by arrangement with Warner Special Products %On The Road Again $Written and Performed by Willie Nelson Courtesy of Columbia Records by arrangement with Sony Music Licensing %Against The Wind $by Bob Seger Performed by Bob Seger & The Silver Bullet Band Courtesy of Capitol Records under license from CEMA Special Markets %
Fight Club;/title/tt0137523/;Coffee Shop Zak $Composed by Rolfe Kent Courtesy of Twentieth Century Fox Film Corporation %Svarga $Composed by Azam Ali, Greg Ellis Performed by Vas Courtesy of Narada Producations, Inc. %Girl From Ypsilanti $Written and Performed by Daniel May Courtesy of Marc Ferrari/MasterSource %Cafeteria $Written by Christian Poulet Performed by Cezame Argile Courtesy of Koka Media/Killer Tracks %Smoke Stack $Written by Franki Hulme, Kenton Hulme, John Wolfenden and Melle Steagall Performed by Junk Ferry %Forbidden To Love $Music by Guy Moon Lyric by Bob Garret Arrangement by Jeff Haskett Produced by Guy Moon %Easy Smack It Up $Written by Michael Petrie (as M. Petrie) and Kevin Moo (as K. Moo) Performed by The Odditorium Courtesy of Hi-Ho Records %Splended & 4M15 $Composed by Kenneth 'Babyface' Edmonds %Goin' Out West $Written by Tom Waits, Kathleen Brennan Performed by Tom Waits Courtesy of Island Records, Inc. Under License from Universal Music Special Markets %No Love, No Nothin' $Music by Harry Warren Lyrics by Leo Robin Performed by Marlene Dietrich Courtesy of Columbia Records for the U.S. and Canada M. Dietrich Inc for the rest of the Universe %Theme from Valley of the Dolls $Words and Music by Dory Previn and André Previn Performed by Helena Bonham Carter %KDFW News Theme $Composed by Stephen Arnold %Tzigany Waltz $Written by George Fenton and John Leach Courtesy of Associated Production Music %Where Is My Mind $Written by Frank Black Performed by Pixies (as The Pixies) Courtesy of Elektra Entertainment Group/4AD By Arrangement with Warner Special Products %
Inception;/title/tt1375666/;Non, je ne Regrette rien $Music by Charles Dumont Lyrics by Michel Vaucaire Performed by Édith Piaf Courtesy of EMI Music France Under license from EMI Film & Television Music %Aboun Salehoun $Written by Youssef El Mejjad and Pat Jabbar Performed by Amira Saqati Courtesy of Barraka el Farnatshi Productions %
The Lord of the Rings: The Two Towers;/title/tt0167261/;Gollum's Song $Performed by Emiliana Torrini Courtesy of Virgin Records America, Inc. Music by Howard Shore Lyrics by Fran Walsh %Evenstar $Music by Howard Shore Lyrics by Fran Walsh Performed by Isabel Bayrakdarian, soprano %Breath of Life $Music by Howard Shore Lyrics by Fran Walsh Performed by Sheila Chandra %Isengard Unleashed $Music by Howard Shore Lyrics by Fran Walsh Performed by Elizabeth Fraser and Ben Del Maestro %Farewell to Lorien $(from extended version) Music by Howard Shore Lyrics by Fran Walsh Performed by Hilary Summers %
Star Wars: Episode V - The Empire Strikes Back;/title/tt0080684/;$        It looks like we don't have any Soundtracks for this title yet.Be the first to contribute!                 Just click the "Edit page" button at the bottom of the page or learn more in the Soundtracks submission guide. %
The Matrix;/title/tt0133093/;Dissolved Girl $Written by Robert Del Naja, Grant Marshall (as Grantley Marshall), Andrew Vowles (as Andrew Vowles), Sara J., and Matt Schwartz Performed by Massive Attack Courtesy of Virgin Records LTD. By Arrangement with Virgin Records America, Inc. %Dragula (Hot Rod Herman Mix) $Written by Rob Zombie and Scott Humphrey Performed by Rob Zombie Courtesy of Geffen Records Under License from Universal Music Special Markets %Leave You Far Behind (Lunatics Roller Coaster Mix) $Written by Simon Shackleton and Howard Saunders Performed by Lunatic Calm Courtesy of Universal Music (UK) LTD. Under License from Universal Special Markets %Mindfields $Written by Liam Howlett Performed by The Prodigy (as Prodigy) Courtesy of Maverick Recording Company/XL Recordings/Beggar's Banquet By Arrangement with Warner Special Products %Prime Audio Soup $Written by Jack Dangers and Coxsone Dodd (as C. Dodd) Performed by Meat Beat Manifesto Courtesy of Nothing Records & Play It Again Sam/Heartbeat Records Under License from Universal Music Special Markets %Clubbed To Death (Kurayamino Mix) $Written by Rob Dougan Performed by Rob Dougan (as Rob D) Courtesy of A&M Records Limited/Universal - Island Records Under License from Universal Music Special Markets %Minor Swing $Music by Django Reinhardt and Stéphane Grappelli Performed by Django Reinhardt Courtesy of The RCA Records Label of BMG Entertainment %Begin the Run $From Night of the Lepus (1972) Written by Jimmie Haskell %I'm Beginning to See the Light $Written by Duke Ellington, Don George, Johnny Hodges, and Harry James Performed by Duke Ellington Courtesy of The RCA Records Label of BMG Entertainment %Spybreak (Short One) $Written by Alex Gifford Performed by Propellerheads Courtesy of Dreamworks Records/Wall of Sound Under License from Universal Music Special Markets/Propellerheads %Wake Up $Written by Zack De La Rocha, Brad Wilk, Tim Commerford, and Tom Morello Performed by Rage Against the Machine Courtesy of Epic Records By Arrangement with Sony Music Licensing %Rock is Dead $Written by Marilyn Manson, Jeordie White, and Madonna Wayne Gacy Performed by Marilyn Manson Courtesy of Nothing/Interscope Records Under License from Universal Music Special Markets %
Goodfellas;/title/tt0099685/;Rags to Riches $Written by Jerry Ross and Richard Adler Performed by Tony Bennett Courtesy of CBS Records, Music Licensing Department %Can't We Be Sweethearts $Written by Morris Levy and Herbert Cox Performed by The Cleftones Courtesy of Rhino Records %Hearts of Stone $Written by Eddie Ray and Rudy Jackson Performed by Otis Williams and The Charms Courtesy of G.M.L. Inc. By arrangement with Celebrity Licensing Inc. %Sincerely $Written by Harvey Fuqua and Alan Freed Performed by The Moonglows Courtesy of MCA Records %Firenze Sogna $Written by Cesare Cesarini (as Cesarini) Performed by Giuseppe Di Stefano Courtesy of London Records, a division of PolyGram Records, Inc. %Speedo $Written by Esther Navarro Performed by The Cadillacs Courtesy of Rhino Records %Parlami d'Amore Mariù $Music by Cesare A. Bixio Lyrics by Ennio Neri Performed by Giuseppe Di Stefano Courtesy of London Records, a division of PolyGram Records, Inc. %Stardust $Written by Hoagy Carmichael and Mitchell Parish (1929) Performed by Billy Ward's Dominoes (as Billy Ward and His Dominoes) Courtesy of Billy Ward c/o Original Sound Entertainment %This World We Live In $("Il cielo in una stanza") Written by Gino Paoli (as Toang), Mogol and Don Raye Performed by Mina Courtesy of Shad/Mainstream Records By arrangement with Celebrity Licensing Inc. %Playboy $Written by Brian Holland, Robert Bateman and William Stevenson Performed by The Marvelettes Courtesy of Motown Record Company, L.P. %It's Not for Me to Say $Music by Robert Allen Lyrics by Al Stillman Performed by Johnny Mathis Courtesy of CBS Records, Music Licensing Derpartment %I Will Follow Him $(Chariot) Music by Franck Pourcel and Paul Mauriat French lyrics by Jacques Plante English lyrics by Arthur Altman and Norman Gimbel Performed by Betty Curtis Courtesy of CGD Records %Then He Kissed Me $Written by Phil Spector, Ellie Greenwich and Jeff Barry Performed by The Crystals Courtesy of Phil Spector Records Inc. By arrangement with ABKCO Records %Look in My Eyes $Written by Richard Barrett Performed by The Chantels Courtesy of Rhino Records %Roses are Red $Written by Al Byron and Paul Evans Produced by Bob Gaudio Performed by Bobby Vinton Courtesy of Curb Records %Life is But a Dream $Written by Raul Cita and Hy Weiss Performed by The Harptones Courtesy of Old Town Records - Paradise Records, Inc. %Leader of the Pack $Written by Shadow Morton (as George Morton), Jeff Barry and Ellie Greenwich Performed by The Shangri-Las Courtesy of Sun Entertainment c/o Original Sound Entertainment %Toot, Toot, Tootsie (Goo' Bye!) $Performed by Al Jolson Written by Dan Russo, Ernie Erdman and Gus Kahn %Happy Birthday to You $Written by Mildred J. Hill and Patty S. Hill %Ain't That a Kick in the Head $Written by Sammy Cahn and Jimmy Van Heusen Performed by Dean Martin Courtesy of Capitol Records By arrangement with CEMA Special Markets %He's Sure the Boy I Love $Written by Barry Mann and Cynthia Weil Performed by The Crystals Courtesy of Phil Spector Records Inc. By arrangement with ABKCO Records %Atlantis $Written by Donovan (as Donovan Leitch) Performed by Donovan Courtesy of CBS Records, Music Licensing Department %Pretend You Don't See Her $Written by Steve Allen Performed by Jerry Vale Courtesy of CBS Records, Music Licensing Department %Remember (Walkin' in the Sand) $Written by Shadow Morton (as George Morton) Performed by The Shangri-Las Courtesy of Sun Entertainment c/o Original Sound Entertainment %Baby I Love You $Written by Ronnie Shannon (as Ronny Shannon) Performed by Aretha Franklin Courtesy of Atlantic Recording Corporation By arrangement with Warner Special Products %Beyond the Sea $(La Mer) Music by Charles Trenet French lyrics by Charles Trenet English lyrics by Jack Lawrence Performed by Bobby Darin Courtesy of Atlantic Recording Corporation By arrangement with Warner Special Products %The Boulevard of Broken Dreams $Written by Al Dubin and Harry Warren Performed by Tony Bennett Courtesy of CBS Records, Music Licensing Department %Gimme Shelter $Written by Mick Jagger and Keith Richards Performed by The Rolling Stones By arrangement with ABKCO Music & Records, Inc. %Wives and Lovers $Written by Burt Bacharach and Hal David Performed by Jack Jones Courtesy of MCA Records %Monkey Man $Written by Mick Jagger and Keith Richards Performed by The Rolling Stones By arrangement with ABKCO Music & Records, Inc. %Frosty the Snow Man $Written by Steve Nelson and Jack Rollins Performed by The Ronettes Courtesy of Phil Spector Records Inc. By arrangement with ABKCO Records %Christmas (Baby Please Come Home) $Written by Phil Spector, Ellie Greenwich and Jeff Barry Performed by Darlene Love Courtesy of Phil Spector Records Inc. By arrangement with ABKCO Records %Bells of St. Mary's $Written by Douglas Furber and A. Emmett Adams (as Emmett Adams) Performed by The Drifters Courtesy of Atlantic Recording Corporation By arrangement with Warner Special Products %Unchained Melody $Written by Hy Zaret and Alex North Performed by Vito and The Salutations Courtesy of Arista Records %Danny Boy $Written by Frederick Edward Weatherly (as Frederick E. Weatherly) %Sunshine of Your Love $Written by Jack Bruce, Pete Brown and Eric Clapton Performed by Cream Courtesy of PolyGram Special Products, a division of PolyGram Records, Inc. %Layla $Written by Eric Clapton and Jim Gordon Performed by Derek & The Dominos (as Derek and The Dominos) Courtesy of PolyGram Special Products, a division of PolyGram Records, Inc. %Jump into the Fire $Written by Harry Nilsson Performed by Harry Nilsson Courtesy of RCA Records %Memo from Turner $Written by Mick Jagger and Keith Richards Performed by Mick Jagger [incorrectly attributed to The Rolling Stones] By arrangment with ABKCO Music & Records, Inc. %Magic Bus $Written by Pete Townshend Performed by The Who Courtesy of MCA Records %What Is Life $Written by George Harrison Performed by George Harrison Courtesy of Apple Records By arrangement with CEMA Special Markets %Mannish Boy $Written by Muddy Waters (as McKinley Morganfield), Melvin London (as Mel London) and Bo Diddley (as Ellas McDaniel) Performed by Muddy Waters Courtesy of CBS Records, Music Licensing Department %My Way $(Comme d'Habitude) Music by Claude François and Jacques Revaux French lyrics by Gilles Thibaut English lyrics by Paul Anka Performed by Sid Vicious Courtesy of Virgin Records Limited/Glitterbest, Inc. %
One Flew Over the Cuckoo's Nest;/title/tt0073486/;Charmaine $(1926) (uncredited) Music by Lew Pollack and Erno Rapee Played on a record Reprised in the score near the end %The Star Spangled Banner $(1814) (uncredited) Music by John Stafford Smith Lyrics by Francis Scott Key Sung a cappella by Jack Nicholson %I'm Popeye the Sailor Man $(1933) (uncredited) Music and lyrics by Samuel Lerner Sung a cappella by Sydney Lassick while piloting the boat %Row, Row, Row Your Boat $(uncredited) Traditional Sung a cappella by Mews Small %Jingle Bells $(1857) (uncredited) Written by James Pierpont Played on a record %White Christmas $(1940) (uncredited) Written by Irving Berlin Played on a record %
Se7en;/title/tt0114369/;Closer (Precursor) $Written by Trent Reznor Performed by Nine Inch Nails Courtesy of Nothing/TVT/Interscope Records By Arrangement with Warner Special Products and TVT Records %El Michoacano $Written by Demetrio Farias Performed by El Mariachi Tepalcatepec Courtesy of Discos Dos Coronas %Suite No. 3 in D Major, BWV 1068 Air $Written by Johann Sebastian Bach (as J.S. Bach) Performed by Stuttgarter Kammerorchester / Karl Münchinger (as Karl Muchinger) Courtesy of The Decca Record Company Ltd., A Division of PolyGram %Trouble Man $Performed by Marvin Gaye Written by Marvin Gaye Courtesy of Motown Records, A Division of PolyGram %Straight, No Chaser $Performed by Thelonious Monk Written by Thelonious Monk By Arrangement with Sony Music Licensing Courtesy of Columbia Records %Now's the Time $Performed by Charlie Parker Written by Charlie Parker Courtesy of Blue Note Records / A Division of Capitol Records, Inc. By Arrangement with CEMA Special Markets %Gypsy Csardas $Courtesy of APM Written by John Leach (as J. Leach) and George Fenton (as G. Fenton) %The Fourth Man $Courtesy of APM Written by John Leach (as J. Leach) and George Fenton (as G. Fenton) %Love Plus One $Performed by Haircut 100 Written by Nick Heyward Courtesy of BMG Records (UK) Ltd./Arista Records, Inc. %I Cover the Waterfront $Written by Johnny Green (as John W. Green) and Edward Heyman Performed by Billie Holiday Courtesy of Drive Entertainment %Lust $Written and Performed by Ren Klyce and Steve Boeddeker (as Steve Boedekker) %In the Beginning $Written by Dorcas Cochran, Kay Twomey, Ben Weisman, and Fred Wise Performed by The Statler Brothers Courtesy of Mercury Records Nashville, A Division of PolyGram %Guilty $Written by Gravity Kills Performed by Gravity Kills Courtesy of TVT Records %Speaking of Happiness $Written by Jimmy Radcliffe and Buddy Scott Performed by Gloria Lynne Courtesy of Black Patch Productions %The Hearts Filthy Lesson $Written by David Bowie, Brian Eno, Reeves Gabrels, Mike Garson, Erdal Kizilcay and Sterling Campbell Performed by David Bowie Courtesy of Virgin Records America, Inc. %
Seven Samurai;/title/tt0047478/;$        It looks like we don't have any Soundtracks for this title yet.Be the first to contribute!                 Just click the "Edit page" button at the bottom of the page or learn more in the Soundtracks submission guide. %
It's a Wonderful Life;/title/tt0038650/;Buffalo Gal (Won't You Come Out Tonight) $(uncredited) Written by William Cool White %Adeste Fidelis (O Come All Ye Faithful) $(uncredited) Music attributed to John Reading %Twinkle, Twinkle, Little Star $(uncredited) Traditional Song %Charleston $(1923) (uncredited) Music by James P. Johnson %My Wild Irish Rose $(1899) (uncredited) Written by Chauncey Olcott Performed by Thomas Mitchell %Avalon $(1920) (uncredited) Music by Vincent Rose (based on "E lucevan le stelle" from the opera "Tosca" by Giacomo Puccini) %Wedding March $(1843) (uncredited) from "A Midsummer Night's Dream" Written by Felix Mendelssohn %The Stars and Stripes Forever $(1897) (uncredited) Written by John Philip Sousa Performed by George, Tilly, and Eustace %Song of the Islands $(uncredited) Written by Charles E. King %I Love You Truly $(1906) (uncredited) Written by Carrie Jacobs Bond Performed by Ward Bond and Frank Faylen %This Is the Army, Mr. Jones $(1943) (uncredited) Written by Irving Berlin %When Johnny Comes Marching Home $(1863) (uncredited) Music by Louis Lambert %Hark! The Herald Angels Sing $(pub. 1856) (uncredited) Music by Felix Mendelssohn (1840) Hymn by Charles Wesley (1730) Performed by Carol Coombs %Vieni, Vieni $(1884) (uncredited) Music by Vincent Scotto Lyrics by Henri Varna and Georges Koger %King Porter Stomp $(uncredited) Written by Ferdinand 'Jelly Roll' Morton %Auld Lang Syne $(1788) (uncredited) Words by Robert Burns %O Sole Mio $(uncredited) Written by Eduardo Di Capua %The Best Things in Life are Free $Music by Ray Henderson (as Henderson) Lyrics by Buddy G. DeSylva (as DeSylva) and Lew Brown (as Brown) %
The Silence of the Lambs;/title/tt0102926/;American Girl $Performed by Tom Petty & The Heartbreakers (as Tom Petty and the Heartbreakers) Written by Tom Petty (as T. Petty) Courtesy of Gone Gator Records %Alone $Performed by Colin Newman Written by Colin Newman (as C. Newman), Graham Lewis (as G. Lewis) Courtesy of Beggars Banquet Records Limited %Sunny Day $Performed by Book of Love Written by Theodore Ottaviano (as T. Ottaviano) Courtesy of Sire Records By arrangement with Warner Special Products %Real Men $Performed by Savage Republic Written by Bruce Licher (as B. Licher), Mark Erskine (as M. Erskine), Jeff Long (as J. Long) Courtesy of Independent Project Records %Goldberg Variations $Performed by Jerry Zimmerman Written by Johann Sebastian Bach (as J.S. Bach) %Goodbye Horses $Performed by Q. Lazzarus Written by William Garvey (as W. Garvey) %Hip Priest $Performed by The Fall Written by Mark E. Smith (as M.E. Smith), Marc Riley (as M. Riley), Steve Hanley (as S. Hanley), Craig Scanlon (as C. Scanlon), Paul Hanley (as P. Hanley) Courtesy of Situation Two/Beggars Banquet Records Limited %Lanmò Nan Zile A $Performed & Written by Les Freres Parent %Rock of Ages $(uncredited) Written by Augustus Montague Toplady %The Magic Flute $(uncredited) Composed by Wolfgang Amadeus Mozart %
City of God;/title/tt0317248/;Alvorada $Written by Cartola / Carlos Cachaça / Hermínio Bello de Carvalho (as Hermínio B. Carvalho) Performed by Cartola Peer Music do Brasil Edições Musicais Ltda Licensed by EMI Music Ltda %Azul da Cor do Mar $Written by Tim Maia Performed by Tim Maia Warner Chappell Edições Musicais Ltda Used by permission from Universal Music Ltda %Dance Across the Floor $Written by Harry Wayne Casey and Richard Finch (as Ronald Finch) Performed by Jimmy 'Bo' Horne EMI Music Ltda Div. Itaipu / EMI Longitude Music / Harrick Music %Get Up I Feel Like Being Like (Sex Machine) $Written by James Brown / Bobby Byrd / Ronald R. Lenhoff Performed by James Brown Dynatone Publishing Company (Represented in Brazil by Warner Chappell Edições Musicais Ltda) Used by permission from Universal Music Ltda %Hold Back the Water $Written by Randy Bachman, Robin Bachman and Charles Turner Performed by Bachman-Turner Overdrive Sony Music Edições Musicais Ltda Used by permission from Universal Music Ltda %Hot Pants Road $Written by Charles Bobbitt / James Brown / St. Clair Jr. Pinckney Performed by JB's Dynatone Publishing Company (Represented in Brazil by Warner Chappell Edições Musicais Ltda) Used by permission from Universal Music Ltda %Kung Fu Fighting $Written by Carl Douglas Performed by Carl Douglas Schacht Music Inc. / Editora Femata / Sanctuary Records Group Inc. %Magrelinha $Written by Luiz Melodia Performed by Luiz Melodia Warner Chappell Edições Musicais Ltda Used by permission from Universal Music Ltda %Metamorfose Ambulante $Written by Raul Seixas Performed by Raul Seixas Warner Chappell Edições Musicais Ltda Used by permission from Universal Music Ltda %Na Rua, Na Chuva, Na Fazenda (Casinha de Sapê) $Written by Hyldon Performed by Hyldon Warner Chappell Edições Musicais Ltda Used by permission from Universal Music Ltda %Nem Vem Que Não Tem $Written by Carlos Imperial Performed by Wilson Simonal Editora Fermata / Edclave Edições Clave Ltda (c) 1967 Licensed by EMI Music %O Caminho Do Bem $Written by Sergio / Beto / Paulo Performed by Tim Maia Seroma Produções e Edições Musicais Ltda / Vitória Régia Discos Ltda %Preciso Me Encontrar $Written by Candeia Performed by Cartola BMG Music Publishing Brasil Licensed by EMI Music Ltda %So Very Hard to Go $Written by Emilio Castillo and Stephen Kupka Performed by Tower of Power Bob-a-Lew Music / Arika Music Courtesy of Warner Bros. Records Inc. %
Saving Private Ryan;/title/tt0120815/;Solitude $Music by Duke Ellington Lyrics by Irving Mills and Edgar De Lange %Tu es Partout $Music by Marguerite Monnot Lyrics by Édith Piaf Performed by Édith Piaf Courtesy of Mercury Records, France By Arrangement with PolyGram Film & TV Music %C'était une Histoire d'Amour $Music by Jean Jal Lyrics by Henri Contet Performed by Édith Piaf Courtesy of Mercury Records, France By Arrangement with PolyGram Film & TV Music %
Life Is Beautiful;/title/tt0118799/;Marcia Reale $(1831) Written by Giuseppe Gabetti (as G. Gabetti) Ed. Casa Musicale Pucci di Portici (Napoli) %Belle nuit (Barcarolle) $(1881) from the opera "Les contes d'Hoffmann" Music by Jacques Offenbach Libretto by Jules Barbier (uncredited) Performed by Montserrat Caballé (as M. Caballé), soprano and Shirley Verrett (as S. Verret), mezzo-soprano Recorded by RCA Victor The Philharmonia Orchestra (as New Philharmonia Orchestra) (uncredited) Conducted by Anton Guadagno (uncredited) %
Interstellar;/title/tt0816692/;Do Not Go Gentle Into that Good Night $(uncredited) Written by Dylan Thomas %
The Green Mile;/title/tt0120689/;Charmaine $Written by Lew Pollack and Erno Rapee Performed by Mantovani Arranged by Ronald Binge (uncredited) Courtesy of LaserLight Digital and San Juan Music Group by arrangement with Source/Q %Cheek to Cheek $Written by Irving Berlin Performed by Fred Astaire Courtesy of Turner Entertainment Co. %Old Fashioned Love $Written by James P. Johnson and Cecil Mack Performed by Eddy Howard Courtesy of Columbia Records by arrangement with Sony Music Licensing %Old Alabama $Written and Recorded by Alan Lomax Performed by B.B. and Group Courtesy of Rounder Records by arrangement with Ocean Park Music Group %I Can't Give You Anything But Love $Written by Jimmy McHugh and Dorothy Fields Performed by Billie Holiday Courtesy of Columbia Records by arrangement with Sony Music Licensing %Star Dust $Written by Mitchell Parish and Hoagy Carmichael Performed by Eddy Howard Courtesy of Columbia Records by arrangement with Sony Music Licensing %Three Little Words $Written by Bert Kalmar and Harry Ruby Performed by Duke Ellington Courtesy of The RCA Records Label of BMG Entertainment %Did You Ever See a Dream Walking $Written by Harry Revel and Mack Gordon Performed by Gene Austin Courtesy of Columbia Records by arrangement with Sony Music Licensing %Wrap Your Troubles in Dreams (And Dream Your Troubles Away) $Written by Ted Koehler, Billy Moll and Harry Barris Performed by Eddy Howard Courtesy of Columbia Records by arrangement with Sony Music Licensing %Charmaine $Performed by Guy Lombardo and The Royal Canadians (as His Royal Canadians) Courtesy of Columbia Records by arrangement with Sony Music Licensing %
Star Wars;/title/tt0076759/;$        It looks like we don't have any Soundtracks for this title yet.Be the first to contribute!                 Just click the "Edit page" button at the bottom of the page or learn more in the Soundtracks submission guide. %
